,timestamp,location,price,FirstName,LastName
56,2014-01-08,Brew've Been Served,8.4,Ruscella,Mies Haber
57,2014-01-08,Brew've Been Served,3.92,Dante,Coginian
58,2014-01-08,Hallowed Grounds,11.63,Anda,Ribera
59,2014-01-08,Brew've Been Served,11.48,Linda,Lagos
60,2014-01-08,Coffee Cameleon,16.17,Carla,Forluniau
61,2014-01-08,Abila Zacharo,22.13,Ruscella,Mies Haber
62,2014-01-08,Gelatogalore,32.79,Linda,Lagos
63,2014-01-08,Kalami Kafenion,18.18,Anda,Ribera
64,2014-01-08,Kalami Kafenion,22.49,Dante,Coginian
65,2014-01-08,Ouzeri Elian,24.92,Cornelia,Lais
66,2014-01-08,Abila Zacharo,28.25,Rachel,Pantanal
67,2014-01-08,Gelatogalore,22.27,Carla,Forluniau
68,2014-01-08,Kalami Kafenion,34.98,Varro,Awelon
69,2014-01-08,Gelatogalore,39.94,Mat,Bramar
70,2014-01-08,Kalami Kafenion,31.43,Emile,Arpa
71,2014-01-08,Katerina’s Café,34.25,Ruscella,Mies Haber
72,2014-01-08,Katerina’s Café,13.83,Linda,Lagos
73,2014-01-08,Frydos Autosupply n' More,214.07,Carla,Forluniau
74,2014-01-08,Frydos Autosupply n' More,268.89,Anda,Ribera
75,2014-01-08,Hippokampos,16.75,Varro,Awelon
76,2014-01-08,Katerina’s Café,16.93,Dante,Coginian
77,2014-01-09,Hallowed Grounds,15.24,Emile,Arpa
78,2014-01-09,Coffee Shack,5.01,Varro,Awelon
79,2014-01-09,Brew've Been Served,18.25,Dante,Coginian
80,2014-01-09,Hallowed Grounds,16.72,Anda,Ribera
81,2014-01-09,Coffee Cameleon,4.88,Carla,Forluniau
82,2014-01-09,Hallowed Grounds,15.33,Rachel,Pantanal
83,2014-01-09,Gelatogalore,19.2,Ruscella,Mies Haber
84,2014-01-09,Hippokampos,27.47,Carla,Forluniau
85,2014-01-09,Gelatogalore,23.23,Linda,Lagos
86,2014-01-09,Hippokampos,19.22,Cornelia,Lais
87,2014-01-09,Gelatogalore,24.68,Rachel,Pantanal
88,2014-01-09,Kalami Kafenion,19.84,Mat,Bramar
89,2014-01-09,Kalami Kafenion,10.94,Emile,Arpa
90,2014-01-09,Kalami Kafenion,35.99,Anda,Ribera
91,2014-01-09,Guy's Gyros,27.69,Dante,Coginian
92,2014-01-09,Gelatogalore,36.75,Varro,Awelon
93,2014-01-09,Katerina’s Café,35.92,Emile,Arpa
94,2014-01-09,Katerina’s Café,26.6,Mat,Bramar
95,2014-01-09,Katerina’s Café,30.97,Anda,Ribera
96,2014-01-09,Katerina’s Café,29.82,Dante,Coginian
97,2014-01-09,Albert's Fine Clothing,224.52,Varro,Awelon
98,2014-01-09,Katerina’s Café,13.78,Ruscella,Mies Haber
99,2014-01-09,Guy's Gyros,8.23,Cornelia,Lais
100,2014-01-09,Shoppers' Delight,258.43,Rachel,Pantanal
101,2014-01-10,Hallowed Grounds,16.75,Emile,Arpa
102,2014-01-10,Brew've Been Served,4.88,Mat,Bramar
103,2014-01-10,Hallowed Grounds,17.63,Rachel,Pantanal
104,2014-01-10,Coffee Cameleon,9.69,Carla,Forluniau
105,2014-01-10,Brew've Been Served,5.91,Cornelia,Lais
106,2014-01-10,Hallowed Grounds,9.34,Anda,Ribera
107,2014-01-10,Brew've Been Served,14.36,Linda,Lagos
108,2014-01-10,Katerina’s Café,21.22,Carla,Forluniau
109,2014-01-10,Abila Zacharo,31.34,Rachel,Pantanal
110,2014-01-10,Kalami Kafenion,27.48,Ruscella,Mies Haber
111,2014-01-10,Guy's Gyros,38.15,Linda,Lagos
112,2014-01-10,Ouzeri Elian,24.74,Cornelia,Lais
113,2014-01-10,Guy's Gyros,16.34,Emile,Arpa
114,2014-01-10,Abila Zacharo,9.32,Anda,Ribera
115,2014-01-10,Gelatogalore,32.19,Dante,Coginian
116,2014-01-10,Hippokampos,19.88,Varro,Awelon
117,2014-01-10,Frydos Autosupply n' More,43.65,Dante,Coginian
118,2014-01-10,Katerina’s Café,8.14,Linda,Lagos
119,2014-01-10,Katerina’s Café,21.28,Ruscella,Mies Haber
120,2014-01-10,Guy's Gyros,25.81,Cornelia,Lais
121,2014-01-11,Katerina’s Café,45.21,Carla,Forluniau
122,2014-01-11,Hippokampos,22.23,Anda,Ribera
123,2014-01-11,Kalami Kafenion,35.66,Varro,Awelon
124,2014-01-11,Shoppers' Delight,238.52,Carla,Forluniau
125,2014-01-11,General Grocer,78.02,Emile,Arpa
126,2014-01-11,Katerina’s Café,20.71,Anda,Ribera
127,2014-01-11,Guy's Gyros,36.2,Cornelia,Lais
128,2014-01-11,Katerina’s Café,25.76,Mat,Bramar
129,2014-01-11,Katerina’s Café,52.45,Dante,Coginian
130,2014-01-11,Frydos Autosupply n' More,236.25,Emile,Arpa
131,2014-01-11,Hippokampos,69.8,Varro,Awelon
132,2014-01-11,Katerina’s Café,94.68,Carla,Forluniau
133,2014-01-12,Ouzeri Elian,98.45,Ruscella,Mies Haber
134,2014-01-12,Hippokampos,29.2,Varro,Awelon
135,2014-01-12,Guy's Gyros,30.47,Emile,Arpa
136,2014-01-12,Kronos Mart,147.3,Ruscella,Mies Haber
137,2014-01-12,General Grocer,159.3,Varro,Awelon
138,2014-01-12,Katerina’s Café,40.94,Ruscella,Mies Haber
139,2014-01-12,Frydos Autosupply n' More,88.93,Cornelia,Lais
140,2014-01-12,Katerina’s Café,39.3,Emile,Arpa
141,2014-01-12,Katerina’s Café,16.34,Linda,Lagos
142,2014-01-12,Katerina’s Café,40.25,Mat,Bramar
143,2014-01-12,Frydos Autosupply n' More,161.96,Dante,Coginian
144,2014-01-13,Brew've Been Served,9.53,Mat,Bramar
145,2014-01-13,Hallowed Grounds,6.32,Anda,Ribera
146,2014-01-13,Brew've Been Served,13.37,Linda,Lagos
147,2014-01-13,Coffee Cameleon,17.49,Carla,Forluniau
148,2014-01-13,Coffee Shack,4.09,Varro,Awelon
149,2014-01-13,Hallowed Grounds,15.96,Rachel,Pantanal
150,2014-01-13,Brew've Been Served,19.89,Dante,Coginian
151,2014-01-13,Katerina’s Café,38.98,Carla,Forluniau
152,2014-01-13,Hippokampos,14.04,Ruscella,Mies Haber
153,2014-01-13,Guy's Gyros,21.03,Linda,Lagos
154,2014-01-13,Kalami Kafenion,20.33,Cornelia,Lais
155,2014-01-13,Gelatogalore,36.24,Dante,Coginian
156,2014-01-13,Guy's Gyros,38.07,Varro,Awelon
157,2014-01-13,Gelatogalore,37.17,Rachel,Pantanal
158,2014-01-13,Hippokampos,26.96,Mat,Bramar
159,2014-01-13,Guy's Gyros,36.87,Emile,Arpa
160,2014-01-13,Frydos Autosupply n' More,188.57,Emile,Arpa
161,2014-01-13,Frydos Autosupply n' More,64.6,Linda,Lagos
162,2014-01-13,Ouzeri Elian,21.83,Rachel,Pantanal
163,2014-01-13,Katerina’s Café,33.57,Ruscella,Mies Haber
164,2014-01-13,Guy's Gyros,19.77,Cornelia,Lais
165,2014-01-13,Hippokampos,32.29,Varro,Awelon
166,2014-01-13,Frydos Autosupply n' More,202.05,Carla,Forluniau
167,2014-01-14,Brew've Been Served,14.67,Cornelia,Lais
168,2014-01-14,Hallowed Grounds,16.67,Emile,Arpa
169,2014-01-14,Brew've Been Served,14.04,Mat,Bramar
170,2014-01-14,Brew've Been Served,9.53,Dante,Coginian
171,2014-01-14,Coffee Cameleon,11.67,Carla,Forluniau
172,2014-01-14,Hallowed Grounds,10.65,Rachel,Pantanal
173,2014-01-14,Brew've Been Served,16.39,Ruscella,Mies Haber
174,2014-01-14,Coffee Shack,3.63,Varro,Awelon
175,2014-01-14,Hallowed Grounds,6.16,Anda,Ribera
176,2014-01-14,Brew've Been Served,11.53,Linda,Lagos
177,2014-01-14,Abila Zacharo,31.09,Linda,Lagos
178,2014-01-14,Kalami Kafenion,33.13,Ruscella,Mies Haber
179,2014-01-14,Katerina’s Café,11.26,Carla,Forluniau
180,2014-01-14,Katerina’s Café,31.69,Anda,Ribera
181,2014-01-14,Ouzeri Elian,33.67,Rachel,Pantanal
182,2014-01-14,Kalami Kafenion,27.65,Mat,Bramar
183,2014-01-14,Gelatogalore,35.97,Cornelia,Lais
184,2014-01-14,Ouzeri Elian,19.7,Varro,Awelon
185,2014-01-14,Gelatogalore,22.03,Emile,Arpa
186,2014-01-14,Hippokampos,16.73,Dante,Coginian
187,2014-01-14,Guy's Gyros,35.12,Cornelia,Lais
188,2014-01-14,Katerina’s Café,31.94,Ruscella,Mies Haber
189,2014-01-14,Katerina’s Café,26.61,Dante,Coginian
190,2014-01-14,Ouzeri Elian,20.95,Rachel,Pantanal
191,2014-01-14,Katerina’s Café,25.4,Linda,Lagos
192,2014-01-14,Katerina’s Café,28.05,Anda,Ribera
193,2014-01-14,Frydos Autosupply n' More,49.21,Mat,Bramar
194,2014-01-15,Hallowed Grounds,18.69,Anda,Ribera
195,2014-01-15,Brew've Been Served,3.14,Mat,Bramar
196,2014-01-15,Brew've Been Served,8.42,Cornelia,Lais
197,2014-01-15,Brew've Been Served,5.75,Linda,Lagos
198,2014-01-15,Coffee Shack,18.17,Varro,Awelon
199,2014-01-15,Coffee Cameleon,16.31,Carla,Forluniau
200,2014-01-15,Hallowed Grounds,14.39,Rachel,Pantanal
201,2014-01-15,Brew've Been Served,3.47,Dante,Coginian
202,2014-01-15,Katerina’s Café,28.56,Carla,Forluniau
203,2014-01-15,Kalami Kafenion,38.5,Ruscella,Mies Haber
204,2014-01-15,Ouzeri Elian,25.7,Cornelia,Lais
205,2014-01-15,Kalami Kafenion,37.15,Linda,Lagos
206,2014-01-15,Guy's Gyros,12.19,Anda,Ribera
207,2014-01-15,Gelatogalore,24.96,Varro,Awelon
208,2014-01-15,Ouzeri Elian,26.61,Emile,Arpa
209,2014-01-15,Guy's Gyros,16.58,Dante,Coginian
210,2014-01-15,Gelatogalore,22.36,Rachel,Pantanal
211,2014-01-15,Abila Zacharo,26.82,Mat,Bramar
212,2014-01-15,Katerina’s Café,36.8,Anda,Ribera
213,2014-01-15,Guy's Gyros,24.91,Cornelia,Lais
214,2014-01-15,Katerina’s Café,38.81,Ruscella,Mies Haber
215,2014-01-15,Katerina’s Café,29.33,Linda,Lagos
216,2014-01-15,Katerina’s Café,29.66,Carla,Forluniau
217,2014-01-15,Katerina’s Café,21.61,Dante,Coginian
218,2014-01-15,Albert's Fine Clothing,228.15,Varro,Awelon
219,2014-01-15,Frydos Autosupply n' More,276.88,Mat,Bramar
220,2014-01-15,Ouzeri Elian,8.57,Rachel,Pantanal
221,2014-01-16,Brew've Been Served,5.05,Cornelia,Lais
222,2014-01-16,Hallowed Grounds,17.92,Emile,Arpa
223,2014-01-16,Coffee Shack,10.48,Varro,Awelon
224,2014-01-16,Brew've Been Served,3.84,Mat,Bramar
225,2014-01-16,Coffee Cameleon,3.14,Carla,Forluniau
226,2014-01-16,Hallowed Grounds,18.23,Anda,Ribera
227,2014-01-16,Hallowed Grounds,4.6,Rachel,Pantanal
228,2014-01-16,Brew've Been Served,11.21,Linda,Lagos
229,2014-01-16,Katerina’s Café,39.74,Ruscella,Mies Haber
230,2014-01-16,Hippokampos,13.05,Anda,Ribera
231,2014-01-16,Abila Zacharo,24.38,Mat,Bramar
232,2014-01-16,Katerina’s Café,38.32,Cornelia,Lais
233,2014-01-16,Kalami Kafenion,9.27,Dante,Coginian
234,2014-01-16,Ouzeri Elian,8.52,Carla,Forluniau
235,2014-01-16,Ouzeri Elian,8.47,Varro,Awelon
236,2014-01-16,Ouzeri Elian,31.21,Rachel,Pantanal
237,2014-01-16,Guy's Gyros,36.48,Emile,Arpa
238,2014-01-16,Octavio's Office Supplies,131.01,Cornelia,Lais
239,2014-01-16,Katerina’s Café,13.68,Linda,Lagos
240,2014-01-16,Katerina’s Café,29.3,Ruscella,Mies Haber
241,2014-01-16,Albert's Fine Clothing,283.38,Varro,Awelon
242,2014-01-16,Katerina’s Café,18.79,Emile,Arpa
243,2014-01-16,Ouzeri Elian,22.65,Rachel,Pantanal
244,2014-01-16,Katerina’s Café,35.43,Carla,Forluniau
245,2014-01-16,Katerina’s Café,30.56,Dante,Coginian
246,2014-01-16,Frydos Autosupply n' More,130.01,Mat,Bramar
247,2014-01-17,Brew've Been Served,11.69,Cornelia,Lais
248,2014-01-17,Brew've Been Served,8.07,Mat,Bramar
249,2014-01-17,Coffee Shack,19.16,Varro,Awelon
250,2014-01-17,Hallowed Grounds,5.52,Anda,Ribera
251,2014-01-17,Coffee Cameleon,7.49,Carla,Forluniau
252,2014-01-17,Brew've Been Served,18.15,Ruscella,Mies Haber
253,2014-01-17,Brew've Been Served,14.58,Linda,Lagos
254,2014-01-17,Hippokampos,38.21,Carla,Forluniau
255,2014-01-17,Gelatogalore,18.1,Rachel,Pantanal
256,2014-01-17,Hippokampos,23.54,Anda,Ribera
257,2014-01-17,Kalami Kafenion,24.21,Linda,Lagos
258,2014-01-17,Guy's Gyros,15.12,Dante,Coginian
259,2014-01-17,Guy's Gyros,21.1,Varro,Awelon
260,2014-01-17,Abila Zacharo,11.95,Cornelia,Lais
261,2014-01-17,Katerina’s Café,30.72,Mat,Bramar
262,2014-01-17,Ouzeri Elian,26.1,Emile,Arpa
263,2014-01-17,Katerina’s Café,21.16,Carla,Forluniau
264,2014-01-17,Hippokampos,19.76,Varro,Awelon
265,2014-01-17,Frydos Autosupply n' More,124.52,Mat,Bramar
266,2014-01-17,Katerina’s Café,14.93,Emile,Arpa
267,2014-01-17,Katerina’s Café,36.12,Dante,Coginian
268,2014-01-17,Ouzeri Elian,26.4,Rachel,Pantanal
269,2014-01-17,Katerina’s Café,33.73,Ruscella,Mies Haber
270,2014-01-17,Frydos Autosupply n' More,67.29,Cornelia,Lais
271,2014-01-18,Katerina’s Café,34.54,Anda,Ribera
272,2014-01-18,Kalami Kafenion,30.12,Cornelia,Lais
273,2014-01-18,Kalami Kafenion,42.73,Dante,Coginian
274,2014-01-18,Gelatogalore,24.38,Rachel,Pantanal
275,2014-01-18,Katerina’s Café,37.26,Linda,Lagos
276,2014-01-18,Frydos Autosupply n' More,103.41,Cornelia,Lais
277,2014-01-18,Albert's Fine Clothing,189.52,Anda,Ribera
278,2014-01-18,Frydos Autosupply n' More,234.53,Ruscella,Mies Haber
279,2014-01-18,Guy's Gyros,28.07,Cornelia,Lais
280,2014-01-18,Ouzeri Elian,14.9,Rachel,Pantanal
281,2014-01-18,Katerina’s Café,32.68,Carla,Forluniau
282,2014-01-18,Katerina’s Café,45.88,Linda,Lagos
283,2014-01-18,Hippokampos,55.03,Varro,Awelon
284,2014-01-06,Albert's Fine Clothing,276.9,Lucas,Alcazar
285,2014-01-06,Hallowed Grounds,8.05,Lucas,Alcazar
286,2014-01-06,Bean There Done That,10.28,Lars,Azada
287,2014-01-06,Guy's Gyros,15.44,Lars,Azada
288,2014-01-06,Hippokampos,21.33,Lars,Azada
289,2014-01-06,Bean There Done That,16.09,Felix,Balas
290,2014-01-06,Guy's Gyros,30.82,Felix,Balas
291,2014-01-06,Abila Zacharo,30.08,Ingrid,Barranco
292,2014-01-06,Brewed Awakenings,5.72,Ingrid,Barranco
293,2014-01-06,Hippokampos,17.27,Ingrid,Barranco
294,2014-01-06,Jack's Magical Beans,11.03,Isak,Baza
295,2014-01-06,Katerina’s Café,18.56,Isak,Baza
296,2014-01-06,Coffee Cameleon,8.73,Linnea,Bergen
297,2014-01-06,Gelatogalore,12.74,Linnea,Bergen
298,2014-01-06,Katerina’s Café,23.63,Linnea,Bergen
299,2014-01-06,Brew've Been Served,18.24,Loreto,Bodrogi
300,2014-01-06,Katerina’s Café,39.41,Loreto,Bodrogi
301,2014-01-06,Brewed Awakenings,16.89,Isande,Borrasca
302,2014-01-06,Ouzeri Elian,38.9,Isande,Borrasca
303,2014-01-06,Gelatogalore,22.64,Nils,Calixto
304,2014-01-06,Bean There Done That,8.54,Axel,Calzas
305,2014-01-06,Hippokampos,8.64,Axel,Calzas
306,2014-01-06,Hippokampos,26.8,Axel,Calzas
307,2014-01-06,Brewed Awakenings,4.35,Ada,Campo-Corrente
308,2014-01-06,Hippokampos,20.61,Ada,Campo-Corrente
309,2014-01-06,Bean There Done That,5.24,Gustav,Cazar
310,2014-01-06,Hippokampos,35.34,Gustav,Cazar
311,2014-01-06,Abila Zacharo,18.11,Hideki,Cocinaro
312,2014-01-06,Guy's Gyros,15.29,Hideki,Cocinaro
313,2014-01-06,Hallowed Grounds,12.22,Hideki,Cocinaro
314,2014-01-06,Hallowed Grounds,10.07,Lidelse,Dedos
315,2014-01-06,Katerina’s Café,13.59,Lidelse,Dedos
316,2014-01-06,Katerina’s Café,12.32,Lidelse,Dedos
317,2014-01-06,Brew've Been Served,8.88,Inga,Ferro
318,2014-01-06,Gelatogalore,23.41,Inga,Ferro
319,2014-01-06,Guy's Gyros,28.94,Inga,Ferro
320,2014-01-06,Brew've Been Served,4.24,Sven,Flecha
321,2014-01-06,Guy's Gyros,16.92,Sven,Flecha
322,2014-01-06,Guy's Gyros,39.29,Sven,Flecha
323,2014-01-06,Hallowed Grounds,16.72,Birgitta,Frente
324,2014-01-06,Katerina’s Café,32.64,Birgitta,Frente
325,2014-01-06,Bean There Done That,4.27,Vira,Frente
326,2014-01-06,Hippokampos,25.5,Vira,Frente
327,2014-01-06,Ouzeri Elian,20.4,Vira,Frente
328,2014-01-06,Brew've Been Served,8.33,Stenig,Fusil
329,2014-01-06,Guy's Gyros,37.82,Stenig,Fusil
330,2014-01-06,Ouzeri Elian,20.56,Stenig,Fusil
331,2014-01-06,Carlyle Chemical Inc.,3959.66,Albina,Hafon
332,2014-01-06,Abila Airport,4540.08,Albina,Hafon
333,2014-01-06,Abila Airport,777.06,Albina,Hafon
334,2014-01-06,Kronos Pipe and Irrigation,242.21,Albina,Hafon
335,2014-01-06,Maximum Iron and Steel,2859.51,Albina,Hafon
336,2014-01-06,Ouzeri Elian,16.84,Albina,Hafon
337,2014-01-06,Brew've Been Served,14.97,Kanon,Herrero
338,2014-01-06,Brew've Been Served,3.67,Varja,Lagos
339,2014-01-06,Guy's Gyros,22.57,Varja,Lagos
340,2014-01-06,Kalami Kafenion,30.1,Varja,Lagos
341,2014-01-06,U-Pump,59.51,Varja,Lagos
342,2014-01-06,Abila Airport,612.47,Henk,Mies
343,2014-01-06,Albert's Fine Clothing,121.76,Minke,Mies
344,2014-01-06,Brew've Been Served,15.58,Minke,Mies
345,2014-01-06,Kalami Kafenion,22.31,Minke,Mies
346,2014-01-06,Nationwide Refinery,761.64,Cecilia,Morluniau
347,2014-01-06,Stewart and Sons Fabrication,2144.62,Cecilia,Morluniau
348,2014-01-06,Coffee Cameleon,11.86,Adra,Nubarron
349,2014-01-06,Frydos Autosupply n' More,197.32,Adra,Nubarron
350,2014-01-06,Frydos Autosupply n' More,274.98,Marin,Onda
351,2014-01-06,Guy's Gyros,11.22,Marin,Onda
352,2014-01-06,Abila Zacharo,50.14,Elsa,Orilla
353,2014-01-06,Frydos Autosupply n' More,253.87,Elsa,Orilla
354,2014-01-06,Jack's Magical Beans,18.59,Elsa,Orilla
355,2014-01-06,Gelatogalore,36.33,Kare,Orilla
356,2014-01-06,Hallowed Grounds,10.66,Kare,Orilla
357,2014-01-06,Katerina’s Café,26.1,Kare,Orilla
358,2014-01-06,Abila Zacharo,23.15,Hennie,Osvaldo
359,2014-01-06,Brew've Been Served,12.83,Hennie,Osvaldo
360,2014-01-06,Katerina’s Café,17.92,Hennie,Osvaldo
361,2014-01-06,Coffee Cameleon,8.39,Bertrand,Ovan
362,2014-01-06,Katerina’s Café,15.52,Bertrand,Ovan
363,2014-01-06,Ouzeri Elian,30.87,Bertrand,Ovan
364,2014-01-06,Brew've Been Served,5.66,Felix,Resumir
365,2014-01-06,Guy's Gyros,11.94,Felix,Resumir
366,2014-01-06,Katerina’s Café,19.65,Felix,Resumir
367,2014-01-06,Jack's Magical Beans,7.84,Orhan,Strum
368,2014-01-06,Brew've Been Served,16.9,Brand,Tempestad
369,2014-01-06,Ouzeri Elian,34.71,Brand,Tempestad
370,2014-01-06,Brew've Been Served,11.34,Edvard,Vann
371,2014-01-06,Hippokampos,13.26,Edvard,Vann
372,2014-01-06,Abila Zacharo,12.05,Isia,Vann
373,2014-01-06,Brew've Been Served,10.68,Isia,Vann
374,2014-01-06,Shoppers' Delight,293.67,Isia,Vann
375,2014-01-06,Guy's Gyros,19.67,Willem,Vasco-Pais
376,2014-01-06,Jack's Magical Beans,18.1,Willem,Vasco-Pais
377,2014-01-07,Gelatogalore,21.52,Lucas,Alcazar
378,2014-01-07,Hallowed Grounds,4.44,Lucas,Alcazar
379,2014-01-07,Ouzeri Elian,25.27,Lucas,Alcazar
380,2014-01-07,Abila Zacharo,13.52,Lars,Azada
381,2014-01-07,Bean There Done That,11.25,Lars,Azada
382,2014-01-07,Hippokampos,11.56,Lars,Azada
383,2014-01-07,Guy's Gyros,10.11,Felix,Balas
384,2014-01-07,Abila Zacharo,12.72,Ingrid,Barranco
385,2014-01-07,Hippokampos,15.85,Ingrid,Barranco
386,2014-01-07,Abila Zacharo,22.25,Isak,Baza
387,2014-01-07,Jack's Magical Beans,3.68,Isak,Baza
388,2014-01-07,Coffee Cameleon,7.66,Linnea,Bergen
389,2014-01-07,Gelatogalore,34.04,Linnea,Bergen
390,2014-01-07,Katerina’s Café,19.49,Linnea,Bergen
391,2014-01-07,Brewed Awakenings,4.84,Loreto,Bodrogi
392,2014-01-07,Guy's Gyros,22.33,Loreto,Bodrogi
393,2014-01-07,Hippokampos,31.69,Loreto,Bodrogi
394,2014-01-07,Brewed Awakenings,11.59,Isande,Borrasca
395,2014-01-07,Guy's Gyros,34.09,Isande,Borrasca
396,2014-01-07,Hippokampos,21.2,Isande,Borrasca
397,2014-01-07,Hallowed Grounds,14.05,Nils,Calixto
398,2014-01-07,Katerina’s Café,22.27,Nils,Calixto
399,2014-01-07,Katerina’s Café,14.75,Nils,Calixto
400,2014-01-07,Bean There Done That,13.89,Axel,Calzas
401,2014-01-07,Hippokampos,20.17,Axel,Calzas
402,2014-01-07,Kalami Kafenion,22.83,Axel,Calzas
403,2014-01-07,Brewed Awakenings,6.72,Ada,Campo-Corrente
404,2014-01-07,Gelatogalore,35.06,Ada,Campo-Corrente
405,2014-01-07,Hippokampos,22.18,Ada,Campo-Corrente
406,2014-01-07,Bean There Done That,8.03,Gustav,Cazar
407,2014-01-07,Hippokampos,10.19,Gustav,Cazar
408,2014-01-07,Hallowed Grounds,18.97,Hideki,Cocinaro
409,2014-01-07,Kalami Kafenion,22.14,Hideki,Cocinaro
410,2014-01-07,Gelatogalore,31.77,Lidelse,Dedos
411,2014-01-07,Abila Zacharo,25.9,Inga,Ferro
412,2014-01-07,Guy's Gyros,14.87,Inga,Ferro
413,2014-01-07,Brew've Been Served,5.08,Sven,Flecha
414,2014-01-07,Guy's Gyros,22.25,Sven,Flecha
415,2014-01-07,Kalami Kafenion,25.9,Sven,Flecha
416,2014-01-07,Guy's Gyros,12.57,Birgitta,Frente
417,2014-01-07,Hallowed Grounds,9.92,Birgitta,Frente
418,2014-01-07,Katerina’s Café,17.26,Birgitta,Frente
419,2014-01-07,Albert's Fine Clothing,228.36,Vira,Frente
420,2014-01-07,Bean There Done That,6.25,Vira,Frente
421,2014-01-07,Ouzeri Elian,24.84,Vira,Frente
422,2014-01-07,Guy's Gyros,11.31,Stenig,Fusil
423,2014-01-07,Abila Airport,3840.37,Benito,Hawelon
424,2014-01-07,Stewart and Sons Fabrication,1200.9,Benito,Hawelon
425,2014-01-07,Brew've Been Served,11.92,Kanon,Herrero
426,2014-01-07,Brew've Been Served,9.06,Varja,Lagos
427,2014-01-07,Guy's Gyros,31.23,Varja,Lagos
428,2014-01-07,Katerina’s Café,31.41,Varja,Lagos
429,2014-01-07,Abila Airport,124.89,Henk,Mies
430,2014-01-07,Abila Airport,3411.29,Henk,Mies
431,2014-01-07,Brew've Been Served,3.0,Minke,Mies
432,2014-01-07,Katerina’s Café,10.9,Minke,Mies
433,2014-01-07,Carlyle Chemical Inc.,3827.2,Valeria,Morlun
434,2014-01-07,Katerina’s Café,19.07,Valeria,Morlun
